"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Regulation Of Integrin Activation (GO:0033623)","2/14",0.0116782649281312,0.0470224177238662,0,0,13.9477401129943,62.0678042372792,"PTGER4;PLEK"
"Regulation Of Sequestering Of Triglyceride (GO:0010889)","2/14",0.0116782649281312,0.0470224177238662,0,0,13.9477401129943,62.0678042372792,"TREM2;LCP1"
"Negative Regulation Of T Cell Mediated Immunity (GO:0002710)","2/14",0.0116782649281312,0.0470224177238662,0,0,13.9477401129943,62.0678042372792,"PTPRC;LILRB4"
"Positive Regulation Of Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains (GO:0002824)","2/14",0.0116782649281312,0.0470224177238662,0,0,13.9477401129943,62.0678042372792,"CLEC7A;SLC11A1"
"Prostanoid Biosynthetic Process (GO:0046457)","2/14",0.0116782649281312,0.0470224177238662,0,0,13.9477401129943,62.0678042372792,"CD74;TBXAS1"
"Ceramide Catabolic Process (GO:0046514)","2/15",0.0133701403293186,0.0527860085728944,0,0,12.874185136897,55.5486507577224,"ASAH1;GM2A"
"Defense Response To Protozoan (GO:0042832)","2/15",0.0133701403293186,0.0527860085728944,0,0,12.874185136897,55.5486507577224,"CLEC7A;SLC11A1"
"Dendritic Cell Chemotaxis (GO:0002407)","2/15",0.0133701403293186,0.0527860085728944,0,0,12.874185136897,55.5486507577224,"CCR1;GPR183"
"Sphingolipid Catabolic Process (GO:0030149)","2/15",0.0133701403293186,0.0527860085728944,0,0,12.874185136897,55.5486507577224,"ASAH1;PPT1"
"Ganglioside Biosynthetic Process (GO:0001574)","2/15",0.0133701403293186,0.0527860085728944,0,0,12.874185136897,55.5486507577224,"ST8SIA4;ST3GAL5"
"Negative Regulation Of Phagocytosis (GO:0050765)","2/15",0.0133701403293186,0.0527860085728944,0,0,12.874185136897,55.5486507577224,"SIRPA;FCGR2B"
"Negative Regulation Of Protein Processing (GO:0010955)","2/15",0.0133701403293186,0.0527860085728944,0,0,12.874185136897,55.5486507577224,"PRNP;CTSZ"
"Positive Regulation Of Cell Activation (GO:0050867)","2/15",0.0133701403293186,0.0527860085728944,0,0,12.874185136897,55.5486507577224,"PLEK;TLR4"
"Regulation Of Amyloid-Beta Clearance (GO:1900221)","2/15",0.0133701403293186,0.0527860085728944,0,0,12.874185136897,55.5486507577224,"IFNGR1;TREM2"
"Monoatomic Cation Homeostasis (GO:0055080)","4/77",0.0134437896426873,0.0529621432143881,0,0,4.61046715841236,19.8676003513367,"SLC11A1;HMOX1;SLC39A8;SLC8A1"
"Ceramide Biosynthetic Process (GO:0046513)","3/42",0.0135778633636041,0.0533750490845126,0,0,6.45597381342062,27.7562618678521,"ASAH1;ST8SIA4;ST3GAL5"
"Lysosome Organization (GO:0007040)","3/43",0.014470455181482,0.0566397215687194,0,0,6.29425531914894,26.6602391400329,"GRN;ACP2;TPP1"
"Positive Regulation Of Receptor-Mediated Endocytosis (GO:0048260)","3/43",0.014470455181482,0.0566397215687194,0,0,6.29425531914894,26.6602391400329,"PPT1;ARRB2;B2M"
"Positive Regulation Of Protein Localization To Membrane (GO:1905477)","4/79",0.0146559129469643,0.0572427948934964,0,0,4.48706552706553,18.9484802153514,"PRNP;ITGAM;ITGB2;TREM2"
"B Cell Activation Involved In Immune Response (GO:0002312)","2/16",0.0151614584568185,0.0584661738377104,0,0,11.953995157385,50.0752701635679,"GPR183;FCGR2B"
"Regulation Of Interleukin-1 Production (GO:0032652)","2/16",0.0151614584568185,0.0584661738377104,0,0,11.953995157385,50.0752701635679,"SIRPA;TLR4"
"Regulation Of Plasminogen Activation (GO:0010755)","2/16",0.0151614584568185,0.0584661738377104,0,0,11.953995157385,50.0752701635679,"CTSZ;PLAUR"
"Ruffle Organization (GO:0031529)","2/16",0.0151614584568185,0.0584661738377104,0,0,11.953995157385,50.0752701635679,"CSF1R;PLEK"
"Positive Regulation Of Lymphocyte Migration (GO:2000403)","2/16",0.0151614584568185,0.0584661738377104,0,0,11.953995157385,50.0752701635679,"DOCK8;AIF1"
"Positive Regulation Of Myeloid Leukocyte Cytokine Production Involved In Immune Response (GO:0061081)","2/16",0.0151614584568185,0.0584661738377104,0,0,11.953995157385,50.0752701635679,"CD74;LAPTM5"
"Bone Development (GO:0060348)","3/44",0.0153955649771387,0.0592436930765843,0,0,6.14042553191489,25.6281454414104,"PTGER4;PTPRC;TGM2"
"Regulation Of Gene Expression (GO:0010468)","22/1127",0.0156835726787389,0.0602249190863574,0,0,1.71968325791855,7.14552716969069,"LYN;CCR1;MSR1;CD74;SPI1;IFNGR1;SLC11A1;TREM2;AIF1;SLC8A1;TYROBP;PTPRC;CLEC7A;ITGAX;CCL3;CTSH;HCLS1;SIRPA;SLC39A8;LGALS9;TLR4;HAVCR2"
"Negative Regulation Of NF-kappaB Transcription Factor Activity (GO:0032088)","4/81",0.0159350309274169,0.0610619672512783,0,0,4.37007437007437,18.0887664907083,"SPI1;TNFAIP3;ARRB2;HAVCR2"
"Negative Regulation Of Programmed Cell Death (GO:0043069)","10/381",0.0162653886971713,0.062197209609309,0,0,2.29240554215728,9.44176697595152,"CD74;CLEC5A;PPT1;LAPTM5;PLAUR;CTSH;NCKAP1L;TREM2;EVI2B;NAIP"
"Response To Cytokine (GO:0034097)","5/125",0.016951747139656,0.0637264995796077,0,0,3.51251788268956,14.3218855296149,"CSF1R;CD74;SLC11A1;HCLS1;LGALS9"
"Regulation Of Hematopoietic Progenitor Cell Differentiation (GO:1901532)","2/17",0.0170496336594564,0.0637264995796077,0,0,11.1564971751412,45.4250902341968,"SPI1;OSM"
"T Cell Migration (GO:0072678)","2/17",0.0170496336594564,0.0637264995796077,0,0,11.1564971751412,45.4250902341968,"GPR183;CCL3"
"Carbohydrate Derivative Transport (GO:1901264)","2/17",0.0170496336594564,0.0637264995796077,0,0,11.1564971751412,45.4250902341968,"NPC2;PLTP"
"Cellular Response To Alkaloid (GO:0071312)","2/17",0.0170496336594564,0.0637264995796077,0,0,11.1564971751412,45.4250902341968,"SLC8A1;TGM2"
"Positive Regulation Of Alpha-Beta T Cell Proliferation (GO:0046641)","2/17",0.0170496336594564,0.0637264995796077,0,0,11.1564971751412,45.4250902341968,"SYK;LGALS9"
"Positive Regulation Of Cell Adhesion Mediated By Integrin (GO:0033630)","2/17",0.0170496336594564,0.0637264995796077,0,0,11.1564971751412,45.4250902341968,"SYK;NCKAP1L"
"Positive Regulation Of Lymphocyte Chemotaxis (GO:0140131)","2/17",0.0170496336594564,0.0637264995796077,0,0,11.1564971751412,45.4250902341968,"CCL7;CCL3"
"Positive Regulation Of Macrophage Activation (GO:0043032)","2/17",0.0170496336594564,0.0637264995796077,0,0,11.1564971751412,45.4250902341968,"TREM2;TLR4"
"Positive Regulation Of Macrophage Derived Foam Cell Differentiation (GO:0010744)","2/17",0.0170496336594564,0.0637264995796077,0,0,11.1564971751412,45.4250902341968,"MSR1;LCP1"
"Prostaglandin Biosynthetic Process (GO:0001516)","2/17",0.0170496336594564,0.0637264995796077,0,0,11.1564971751412,45.4250902341968,"CD74;TBXAS1"
"Phospholipase C-activating G Protein-Coupled Receptor Signaling Pathway (GO:0007200)","4/83",0.017282215920186,0.0644299514558696,0,0,4.25900681596884,17.2833788280678,"C5AR1;C3AR1;FPR3;TGM2"
"Response To Hydrogen Peroxide (GO:0042542)","3/46",0.0173438082044035,0.0644299514558696,0,0,5.85423057892133,23.7360932814824,"TNFAIP3;HMOX1;SIRPA"
"Negative Regulation Of Cold-Induced Thermogenesis (GO:0120163)","3/46",0.0173438082044035,0.0644299514558696,0,0,5.85423057892133,23.7360932814824,"ARRDC3;ALDH1A1;TLR4"
"Protein-Containing Complex Organization (GO:0043933)","5/126",0.0174864981663644,0.0648279932021314,0,0,3.48331146029156,14.09461452621,"CD74;WIPF1;LPXN;NCKAP1L;CAPG"
"Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043281)","4/84",0.0179816468218242,0.0665284458478851,0,0,4.20555555555556,16.8996198462943,"SYK;CLEC7A;CTSD;NAIP"
"Regulation Of Wound Healing (GO:0061041)","3/47",0.0183671286157222,0.0678170902734357,0,0,5.72088974854932,22.8674987422165,"CLEC7A;ALOX5;TNFAIP3"
"Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123)","6/175",0.0185154064975784,0.0682264675789555,0,0,2.99831667006733,11.9607412702982,"CD74;CD4;CLEC7A;HMOX1;LGALS9;HLA-DRB1"
"Defense Response To Gram-positive Bacterium (GO:0050830)","4/85",0.0186984604296668,0.068335827088467,0,0,4.15342407935001,16.5277789543698,"FGR;RNASE6;LYZ;RNASE1"
"T-helper Cell Differentiation (GO:0042093)","2/18",0.0190321272812178,0.068335827088467,0,0,10.458686440678,41.4334126871198,"PTGER4;GPR183"
"Regulation Of Lymphocyte Activation (GO:0051249)","2/18",0.0190321272812178,0.068335827088467,0,0,10.458686440678,41.4334126871198,"CD4;CLEC7A"
"Regulation Of Lymphocyte Proliferation (GO:0050670)","2/18",0.0190321272812178,0.068335827088467,0,0,10.458686440678,41.4334126871198,"CD209;LST1"
"Antigen Processing And Presentation Of Peptide Antigen Via MHC Class I (GO:0002474)","2/18",0.0190321272812178,0.068335827088467,0,0,10.458686440678,41.4334126871198,"FCER1G;B2M"
"Response To Axon Injury (GO:0048678)","2/18",0.0190321272812178,0.068335827088467,0,0,10.458686440678,41.4334126871198,"TYROBP;TREM2"
"Dendritic Cell Migration (GO:0036336)","2/18",0.0190321272812178,0.068335827088467,0,0,10.458686440678,41.4334126871198,"CCR1;GPR183"
"Intracellular Lipid Transport (GO:0032365)","2/18",0.0190321272812178,0.068335827088467,0,0,10.458686440678,41.4334126871198,"NPC2;SGPP1"
"Maintenance Of Gastrointestinal Epithelium (GO:0030277)","2/18",0.0190321272812178,0.068335827088467,0,0,10.458686440678,41.4334126871198,"IL10RA;TLR4"
"Positive Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900017)","2/18",0.0190321272812178,0.068335827088467,0,0,10.458686440678,41.4334126871198,"CLEC7A;TLR4"
"Positive Regulation Of Natural Killer Cell Activation (GO:0032816)","2/18",0.0190321272812178,0.068335827088467,0,0,10.458686440678,41.4334126871198,"FCGR3A;TYROBP"
"Positive Regulation Of Neutrophil Chemotaxis (GO:0090023)","2/18",0.0190321272812178,0.068335827088467,0,0,10.458686440678,41.4334126871198,"CD74;NCKAP1L"
"Regulation Of Adaptive Immune Response (GO:0002819)","2/18",0.0190321272812178,0.068335827088467,0,0,10.458686440678,41.4334126871198,"FCGR2B;SAMSN1"
"Erythrocyte Differentiation (GO:0030218)","3/49",0.0205124968263803,0.0733623415908188,0,0,5.47160037002775,21.2665839374926,"LYN;HCLS1;NCKAP1L"
"Proton Transmembrane Transport (GO:1902600)","3/49",0.0205124968263803,0.0733623415908188,0,0,5.47160037002775,21.2665839374926,"UCP2;ATP6V1B2;ATP6V1F"
"Negative Regulation Of Protein Kinase Activity (GO:0006469)","4/88",0.0209542887417518,0.074464524539628,0,0,4.004477004477,15.4789532279815,"SPRED1;PTPRC;LILRB4;SLC8A1"
"Positive Regulation Of Cell Adhesion (GO:0045785)","4/88",0.0209542887417518,0.074464524539628,0,0,4.004477004477,15.4789532279815,"SYK;ADAM8;NCKAP1L;TGM2"
"Regulation Of Granulocyte Chemotaxis (GO:0071622)","2/19",0.0211064469226906,0.074464524539628,0,0,9.84297108673978,37.9759221368401,"MPP1;CSF1R"
"Regulation Of Lymphocyte Differentiation (GO:0045619)","2/19",0.0211064469226906,0.074464524539628,0,0,9.84297108673978,37.9759221368401,"SLAMF8;NCKAP1L"
"Bicarbonate Transport (GO:0015701)","2/19",0.0211064469226906,0.074464524539628,0,0,9.84297108673978,37.9759221368401,"CYB5R4;SLC39A8"
"Sphingosine Metabolic Process (GO:0006670)","2/19",0.0211064469226906,0.074464524539628,0,0,9.84297108673978,37.9759221368401,"ASAH1;SGPP1"
"Glycosphingolipid Biosynthetic Process (GO:0006688)","2/19",0.0211064469226906,0.074464524539628,0,0,9.84297108673978,37.9759221368401,"ST8SIA4;ST3GAL5"
"Regulation Of Epithelial Cell Migration (GO:0010632)","3/50",0.0216346238036122,0.0761806058258468,0,0,5.35491172476234,20.5278414735754,"GLIPR2;CTSH;GLUL"
"Regulation Of Macrophage Chemotaxis (GO:0010758)","2/20",0.0232701457172824,0.0810014232601586,0,0,9.29566854990584,34.9571427867847,"CSF1R;SLAMF8"
"Calcium-Mediated Signaling Using Intracellular Calcium Source (GO:0035584)","2/20",0.0232701457172824,0.0810014232601586,0,0,9.29566854990584,34.9571427867847,"PRNP;PTPRC"
"Long-Term Memory (GO:0007616)","2/20",0.0232701457172824,0.0810014232601586,0,0,9.29566854990584,34.9571427867847,"PRNP;SGK1"
"Positive Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050857)","2/20",0.0232701457172824,0.0810014232601586,0,0,9.29566854990584,34.9571427867847,"PTPRC;NFAM1"
"Positive Regulation Of Leukocyte Activation (GO:0002696)","2/20",0.0232701457172824,0.0810014232601586,0,0,9.29566854990584,34.9571427867847,"CLEC7A;TLR4"
"Positive Regulation Of Lipid Storage (GO:0010884)","2/20",0.0232701457172824,0.0810014232601586,0,0,9.29566854990584,34.9571427867847,"MSR1;LCP1"
"Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway (GO:0007193)","3/52",0.0239778360562076,0.0829897020237621,0,0,5.13582283977421,19.1598309971861,"RGS1;PSAP;GNAI2"
"Icosanoid Metabolic Process (GO:0006690)","3/52",0.0239778360562076,0.0829897020237621,0,0,5.13582283977421,19.1598309971861,"ALOX5;TBXAS1;NAIP"
"Negative Regulation Of Response To Stimulus (GO:0048585)","3/52",0.0239778360562076,0.0829897020237621,0,0,5.13582283977421,19.1598309971861,"LYN;ALOX5;FCGR2B"
"Positive Regulation Of Protein Catabolic Process (GO:0045732)","4/92",0.0242116223597392,0.0836401499700081,0,0,3.82167832167832,14.220168848435,"TNFAIP3;TREM2;ADAM8;TNFSF13B"
"Actin Polymerization Or Depolymerization (GO:0008154)","3/53",0.0251989023562521,0.0866852487522365,0,0,5.03285106382979,18.5256974960172,"WIPF1;CAPG;AIF1"
"Negative Regulation Of Metabolic Process (GO:0009892)","3/53",0.0251989023562521,0.0866852487522365,0,0,5.03285106382979,18.5256974960172,"ARRDC3;ALDH1A1;TLR4"
"Regulation Of Lipopolysaccharide-Mediated Signaling Pathway (GO:0031664)","2/21",0.0255208215898854,0.0866852487522365,0,0,8.80597680642284,32.3026180018285,"LY86;LY96"
"Antigen Processing And Presentation Of Endogenous Peptide Antigen (GO:0002483)","2/21",0.0255208215898854,0.0866852487522365,0,0,8.80597680642284,32.3026180018285,"HLA-DRA;HLA-DRB1"
"Zinc Ion Transmembrane Transport (GO:0071577)","2/21",0.0255208215898854,0.0866852487522365,0,0,8.80597680642284,32.3026180018285,"SLC39A11;SLC39A8"
"Lipid Catabolic Process (GO:0016042)","2/21",0.0255208215898854,0.0866852487522365,0,0,8.80597680642284,32.3026180018285,"PPT1;LCP1"
"Peptide Catabolic Process (GO:0043171)","2/21",0.0255208215898854,0.0866852487522365,0,0,8.80597680642284,32.3026180018285,"CTSH;TPP1"
"Positive Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902993)","2/21",0.0255208215898854,0.0866852487522365,0,0,8.80597680642284,32.3026180018285,"LYN;IFNGR1"
"Positive Regulation Of Granulocyte Chemotaxis (GO:0071624)","2/21",0.0255208215898854,0.0866852487522365,0,0,8.80597680642284,32.3026180018285,"CD74;NCKAP1L"
"Cellular Response To Hormone Stimulus (GO:0032870)","4/94",0.025948787563243,0.0879750715898796,0,0,3.7363722697056,13.6438505377317,"CTSL;CTSH;CTSS;CTSB"
"Regulation Of Lipid Metabolic Process (GO:0019216)","3/54",0.0264529039676624,0.0895178048924233,0,0,4.93391739674593,17.9219089359861,"NPC2;PSAP;TREM2"
"Negative Regulation Of Cellular Process (GO:0048523)","12/537",0.027703956527715,0.0935719274446992,0,0,1.94558786346397,6.97722836406987,"LYN;VAMP8;CCL3L1;ALOX5;PPT1;OSM;TXNIP;LPXN;TREM2;PTPN6;PLXNC1;FBP1"
"Regulation Of Mononuclear Cell Migration (GO:0071675)","2/22",0.0278561165583726,0.0935719274446992,0,0,8.36525423728814,29.9534885310715,"LYN;CSF1R"
"Regulation Of Regulatory T Cell Differentiation (GO:0045589)","2/22",0.0278561165583726,0.0935719274446992,0,0,8.36525423728814,29.9534885310715,"LILRB2;LILRB4"
"Positive Regulation Of Cholesterol Efflux (GO:0010875)","2/22",0.0278561165583726,0.0935719274446992,0,0,8.36525423728814,29.9534885310715,"TREM2;PLTP"
"Ras Protein Signal Transduction (GO:0007265)","5/144",0.0290778225153639,0.0973173362716034,0,0,3.02945626331553,10.7175482894501,"DOK2;ARHGDIB;GRB2;AIF1;ARHGAP4"
"Actin Filament Organization (GO:0007015)","5/144",0.0290778225153639,0.0973173362716034,0,0,3.02945626331553,10.7175482894501,"WIPF1;HCLS1;CAPG;LCP1;AIF1"
"Regulation Of Programmed Cell Death (GO:0043067)","6/195",0.0295012130693386,0.0985535030008673,0,0,2.67829775588396,9.43651048253592,"ASAH1;PTPN6;SGK1;NAIP;CTSB;TGM2"
"MAPK Cascade (GO:0000165)","4/98",0.0296429141161506,0.0988458415865789,0,0,3.57665030005456,12.5845591286272,"PTGER4;CCL3;CTSH;LGALS9"
"Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains (GO:0002460)","2/23",0.0302737160289612,0.0998539928333186,0,0,7.96650524616626,27.8626561281423,"TLR4;HLA-DRB1"
"Zinc Ion Transport (GO:0006829)","2/23",0.0302737160289612,0.0998539928333186,0,0,7.96650524616626,27.8626561281423,"SLC39A11;SLC39A8"
"Negative Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902042)","2/23",0.0302737160289612,0.0998539928333186,0,0,7.96650524616626,27.8626561281423,"TNFAIP3;HMOX1"
"Negative Regulation Of Protein Tyrosine Kinase Activity (GO:0061099)","2/23",0.0302737160289612,0.0998539928333186,0,0,7.96650524616626,27.8626561281423,"PTPRC;LILRB4"
"Positive Regulation Of Neutrophil Migration (GO:1902624)","2/23",0.0302737160289612,0.0998539928333186,0,0,7.96650524616626,27.8626561281423,"CD74;NCKAP1L"
"Regulation Of T Cell Migration (GO:2000404)","2/23",0.0302737160289612,0.0998539928333186,0,0,7.96650524616626,27.8626561281423,"DOCK8;AIF1"
"Memory (GO:0007613)","3/58",0.0317971145441905,0.104689416838634,0,0,4.5741586073501,15.7734358275855,"PRNP;TREM2;SGK1"
"Positive Regulation Of p38MAPK Cascade (GO:1900745)","2/24",0.0327713481036134,0.10770259268647,0,0,7.6040061633282,25.9920190288682,"SPI1;NCF1"
"Negative Regulation Of DNA-binding Transcription Factor Activity (GO:0043433)","5/149",0.0329894829096698,0.108224490696471,0,0,2.92352169766333,9.97378859227178,"PRNP;SPI1;TNFAIP3;ARRB2;HAVCR2"
"Regulation Of Type I Interferon Production (GO:0032479)","3/59",0.0332148120894337,0.108768074059474,0,0,4.49224924012158,15.295027626561,"TYROBP;IRF8;CD14"
"Protein Transport (GO:0015031)","8/313",0.034266267545182,0.112010164878874,0,0,2.21890235210264,7.48567535589936,"CTSA;CD74;UNC93B1;IL10RA;ARRDC3;PPT1;LAPTM5;TXNIP"
"Regulation Of Myelination (GO:0031641)","2/25",0.0353467828948371,0.113507978873561,0,0,7.27302873986735,24.310446926531,"ITGAX;TYMP"
"Regulation Of Platelet Aggregation (GO:0090330)","2/25",0.0353467828948371,0.113507978873561,0,0,7.27302873986735,24.310446926531,"LYN;SYK"
"Regulation Of Postsynapse Organization (GO:0099175)","2/25",0.0353467828948371,0.113507978873561,0,0,7.27302873986735,24.310446926531,"ABI3;FCGR2B"
"Sterol Transport (GO:0015918)","2/25",0.0353467828948371,0.113507978873561,0,0,7.27302873986735,24.310446926531,"MSR1;NPC2"
"fatty-acyl-CoA Biosynthetic Process (GO:0046949)","2/25",0.0353467828948371,0.113507978873561,0,0,7.27302873986735,24.310446926531,"ACSL1;PPT1"
"Myotube Differentiation (GO:0014902)","2/25",0.0353467828948371,0.113507978873561,0,0,7.27302873986735,24.310446926531,"DOCK2;PLD3"
"Organophosphate Ester Transport (GO:0015748)","2/25",0.0353467828948371,0.113507978873561,0,0,7.27302873986735,24.310446926531,"NPC2;PLTP"
"Positive Regulation Of T Cell Migration (GO:2000406)","2/25",0.0353467828948371,0.113507978873561,0,0,7.27302873986735,24.310446926531,"DOCK8;AIF1"
"Regulation Of Actin Cytoskeleton Reorganization (GO:2000249)","2/25",0.0353467828948371,0.113507978873561,0,0,7.27302873986735,24.310446926531,"CSF1R;ARHGDIB"
"Regulation Of Cell Size (GO:0008361)","2/25",0.0353467828948371,0.113507978873561,0,0,7.27302873986735,24.310446926531,"PLEK;VAV1"
"Positive Regulation Of Vasculature Development (GO:1904018)","4/104",0.0357397216056375,0.114568105814908,0,0,3.36102564102564,11.1972319127271,"GRN;ITGAX;HMOX1;CTSH"
"Negative Regulation Of Autophagy (GO:0010507)","3/61",0.0361474335170953,0.115671787254705,0,0,4.33690388848129,14.399168532136,"CTSA;IL10RA;TREM2"
"Cellular Component Assembly (GO:0022607)","7/260",0.0364803808538601,0.116532775266972,0,0,2.33668702838663,7.73672559160818,"CD74;WIPF1;LPXN;NCKAP1L;CAPG;LCP1;AIF1"
"Positive Regulation Of Stress-Activated MAPK Cascade (GO:0032874)","4/105",0.0368211411970923,0.117415667034084,0,0,3.32757891173733,10.9866110891153,"SPI1;NCF1;FCGR2B;NAIP"
"Protein Phosphorylation (GO:0006468)","11/500",0.0376190954964114,0.119496629869136,0,0,1.90988531841482,6.26488889871754,"LYN;FGR;CSF1R;SYK;ABI3;GMFG;PTPN6;SGK1;HCST;TLR4;CSF2RA"
"Phosphatidylinositol-Mediated Signaling (GO:0048015)","3/62",0.0376620957692638,0.119496629869136,0,0,4.2631806707537,13.979400459197,"CSF1R;FCGR3A;PTAFR"
"Regulation Of Interferon-Alpha Production (GO:0032647)","2/26",0.0379978318662821,0.119496629869136,0,0,6.96963276836158,22.7922755234099,"TLR4;HAVCR2"
